message;severity;node;stamp;topics;location
"F=12948; x=14.133695; y=17.106816; th=1.921768; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.759000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12947; x=14.133715; y=17.106811; th=1.921951; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.758000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12946; x=14.133737; y=17.106808; th=1.922138; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.756000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12945; x=14.133760; y=17.106805; th=1.922328; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.756000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12944; x=14.133784; y=17.106802; th=1.922523; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.755000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12943; x=14.133803; y=17.106801; th=1.922695; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.754000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12942; x=14.133819; y=17.106796; th=1.922865; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.753000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12941; x=14.133837; y=17.106790; th=1.923044; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.752000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12940; x=14.133856; y=17.106785; th=1.923224; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.752000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12939; x=14.133875; y=17.106781; th=1.923402; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.751000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12938; x=14.133896; y=17.106776; th=1.923585; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.750000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12937; x=14.133918; y=17.106770; th=1.923770; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.749000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12936; x=14.133936; y=17.106768; th=1.923936; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.749000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12935; x=14.133952; y=17.106762; th=1.924099; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.748000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12934; x=14.133967; y=17.106755; th=1.924271; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.746000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12933; x=14.133985; y=17.106748; th=1.924452; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.745000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12932; x=14.134004; y=17.106742; th=1.924631; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.744000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12931; x=14.134024; y=17.106736; th=1.924810; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.743000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12930; x=14.134045; y=17.106731; th=1.924989; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.742000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12929; x=14.134065; y=17.106728; th=1.925165; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.741000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12928; x=14.134200; y=17.106718; th=1.926360; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.739000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12927; x=14.134221; y=17.106718; th=1.926532; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.738000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12926; x=14.134244; y=17.106717; th=1.926712; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.737000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12925; x=14.134271; y=17.106718; th=1.926899; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.736000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12924; x=14.134300; y=17.106718; th=1.927092; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.735000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12923; x=14.134326; y=17.106715; th=1.927274; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.734000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12922; x=14.134344; y=17.106714; th=1.927425; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.733000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12921; x=14.134362; y=17.106712; th=1.927581; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.732000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12920; x=14.134383; y=17.106711; th=1.927747; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.731000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12919; x=14.134402; y=17.106712; th=1.927906; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.724000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12918; x=14.134421; y=17.106716; th=1.928059; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.723000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12917; x=14.134437; y=17.106716; th=1.928209; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.722000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12916; x=14.134456; y=17.106716; th=1.928368; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.721000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12915; x=14.134476; y=17.106717; th=1.928531; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.720000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12914; x=14.134497; y=17.106718; th=1.928691; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.718000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12913; x=14.134515; y=17.106716; th=1.928848; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.717000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12912; x=14.134532; y=17.106711; th=1.929004; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.716000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12911; x=14.134552; y=17.106707; th=1.929175; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.716000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12910; x=14.134575; y=17.106704; th=1.929351; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.713000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12909; x=14.134593; y=17.106706; th=1.929502; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.712000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12908; x=14.134608; y=17.106705; th=1.929652; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.711000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12907; x=14.134622; y=17.106701; th=1.929804; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.710000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12906; x=14.134637; y=17.106697; th=1.929966; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.710000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12905; x=14.134654; y=17.106693; th=1.930127; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.709000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12904; x=14.134672; y=17.106690; th=1.930290; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.707000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12903; x=14.134691; y=17.106687; th=1.930452; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.698000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12902; x=14.134711; y=17.106684; th=1.930618; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.697000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12901; x=14.134729; y=17.106684; th=1.930767; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.696000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12900; x=14.134744; y=17.106682; th=1.930914; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.694000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12899; x=14.134760; y=17.106678; th=1.931069; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.693000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12898; x=14.134779; y=17.106676; th=1.931234; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.692000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12897; x=14.134840; y=17.106672; th=1.931720; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.691000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12896; x=14.134856; y=17.106670; th=1.931866; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.690000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12895; x=14.134875; y=17.106667; th=1.932027; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.690000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12894; x=14.134897; y=17.106667; th=1.932193; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.688000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12893; x=14.134921; y=17.106666; th=1.932366; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.687000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12892; x=14.134947; y=17.106668; th=1.932540; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.686000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12891; x=14.134969; y=17.106669; th=1.932701; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.685000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12890; x=14.134987; y=17.106671; th=1.932851; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.684000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12889; x=14.135007; y=17.106675; th=1.933003; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.684000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12888; x=14.135025; y=17.106680; th=1.933150; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.675000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12887; x=14.135042; y=17.106681; th=1.933295; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.673000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12886; x=14.135058; y=17.106681; th=1.933442; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.671000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12885; x=14.135077; y=17.106681; th=1.933599; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.671000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12884; x=14.135098; y=17.106683; th=1.933759; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.670000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12883; x=14.135120; y=17.106684; th=1.933920; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.668000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12882; x=14.135139; y=17.106683; th=1.934078; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.666000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12881; x=14.135159; y=17.106680; th=1.934239; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.665000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12880; x=14.135182; y=17.106679; th=1.934404; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.664000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12879; x=14.135199; y=17.106685; th=1.934541; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.663000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12878; x=14.135214; y=17.106686; th=1.934677; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.663000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12877; x=14.135228; y=17.106686; th=1.934815; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.662000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12876; x=14.135244; y=17.106686; th=1.934963; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.660000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12875; x=14.135262; y=17.106686; th=1.935113; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.659000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12874; x=14.135280; y=17.106686; th=1.935262; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.659000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12873; x=14.135297; y=17.106684; th=1.935407; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.657000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12872; x=14.135313; y=17.106679; th=1.935551; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.652000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12871; x=14.135332; y=17.106675; th=1.935709; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.652000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12870; x=14.135354; y=17.106672; th=1.935871; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.651000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12869; x=14.135371; y=17.106675; th=1.936010; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.650000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12868; x=14.135387; y=17.106675; th=1.936145; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.649000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12867; x=14.135402; y=17.106672; th=1.936283; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.648000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12866; x=14.135419; y=17.106670; th=1.936433; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.647000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12865; x=14.135439; y=17.106669; th=1.936587; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.646000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12864; x=14.135461; y=17.106668; th=1.936746; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.645000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12863; x=14.135485; y=17.106669; th=1.936904; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.644000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12862; x=14.135503; y=17.106670; th=1.937048; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.643000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12861; x=14.135518; y=17.106671; th=1.937183; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.643000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12860; x=14.135535; y=17.106673; th=1.937321; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.642000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12859; x=14.135551; y=17.106675; th=1.937453; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.641000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
"F=12858; x=14.135565; y=17.106675; th=1.937582; xr=(13.750000, 17.314286, 1.570796); ur=(0.000000, 1.023533); s=0; e=8";"1";"/run_jackal_0";"48.640000000";"/clock,/gazebo/model_states,/jackal0/jackal_velocity_controller/cmd_vel,/rosout";"ControlJackals.py:telemetry:121"
